Headword,FullFormDisplay,FullFormNormalized,PartOfSpeech,NotesForeign,Meanings,NumberOfMeanings,NotesNative,MnemonicHint,PronunciationText,AudioUrl,ReferenceBook,ReferenceSection,Exercise1Front,Exercise1Back,Exercise2Front,Exercise2Back,Exercise3Front,Exercise3Back,Tags
nemo,"nēmō, nēminis","nemo, neminis",,,niemand,1,,,,,Campus C,38,,,,,,,Top500
Neptunus,"Neptūnus, Neptūnī","Neptunus, Neptuni",Nomen,,Neptun (Gott des Meeres),1,,,,,Campus C,21,,,,,,,
neque,neque,neque,Subjunktion,,"und nicht, auch nicht",2,,,,,Campus C,3,,,,,,,Top500
neque ... neque,neque ... neque,neque ... neque,Subjunktion,,weder ... noch,1,,,,,Campus C,3,,,,,,,Top500
nescire,"nescīre, nesciō, nescīvī","nescire, nescio, nescivi",Verb,,"nicht wissen, nicht kennen, nicht verstehen",3,,,,,Campus C,10,,,,,,,Top500
niger,"niger, nigra, nigrum","niger, nigra, nigrum",Adjektiv,,"schwarz, dunkel",2,,,,,Campus C,15,,,,,,,
nihil,nihil,nihil,Adverb,,nichts,1,,,,,Campus C,10,,,,,,,Top500
Nioba,"Nioba, Niobae","Nioba, Niobae",Nomen,f,Niobe (Königin von Theben; Tochter des Tantalus),2,,,,,Campus C,56,,,,,,,
nisi,nisī,nisi,Subjunktion,Subj.,wenn nicht,1,,,,,Campus C,23,,,,,,,Top500
nobis,nōbīs,nobis,Pronomen,Dativ,uns,1,,,,,Campus C,13,,,,,,,
nobiscum,nōbīscum,nobiscum,Pronomen,,mit uns,1,,,,,Campus C,13,,,,,,,
nocte,nocte,nocte,Adverb,,nachts,1,,,,,Campus C,28,,,,,,,
nolle,"nōlle, nōlō, nōluī","nolle, nolo, nolui",Verb,,nicht wollen,1,,,,,Campus C,19;25,,,,,,,Top500
nomen,"nōmen, nōminis","nomen, nominis",Nomen,n,der Name,1,,,,,Campus C,49,,,,,,,Top500
nominare,"nōmināre, nōminō, nōmināvī, nōminātum","nominare, nomino, nominavi, nominatum",Verb,,nennen,1,,,,,Campus C,63,,,,,,,
non,nōn,non,Adverb,,nicht,1,,,,,Campus C,2,,,,,,,Top500
non iam,nōn iam,non iam,Adverb,,nicht mehr,1,,,,,Campus C,4,,,,,,,Top500
nondum,nōndum,nondum,Adverb,Adv.,noch nicht,1,,,,,Campus C,25,,,,,,,
nonne,nōnne?,nonne?,,,(etwa) nicht?,1,,,,,Campus C,17,,,,,,,
nonne?,nōnne?,nonne?,,,(etwa) nicht?,1,,,,,Campus C,17,,,,,,,
nonnulli,"nōnnūllī, ae, a","nonnulli, ae, a",,,"einige, manche",2,,,,,Campus C,63,,,,,,,
nos,nōs,nos,Pronomen,Nom. / Akk.,wir / uns,1,,,,,Campus C,13,,,,,,,Top500
noscere,"nōscere, nōscō, nōvī, nōtum","noscere, nosco, novi, notum",Verb,,"erkennen, kennenlernen",2,,,,,Campus C,38,,,,,,,Top500
noster,"noster, nostra, nostrum","noster, nostra, nostrum",Adjektiv,,unser,1,,,,,Campus C,15,,,,,,,Top500
novem,novem,novem,,indekl.,neun,1,,,,,Campus C,33,,,,,,,
novi,nōvī,novi,,Perf.,"ich kenne, ich weiß",2,,,,,Campus C,38,,,,,,,
novus,"novus, a, um","novus, a, um",Adjektiv,,"neu, ungewöhnlich",2,,,,,Campus C,14,,,,,,,Top500
nox,"nox, noctis","nox, noctis",Nomen,f (Genitiv Plural noctium),die Nacht,1,,,,,Campus C,25,,,,,,,Top500
nubere,"nūbere, nūbō, nūpsī, nūptum","nubere, nubo, nupsi, nuptum",Verb,m. Dativ,heiraten,1,,,,,Campus C,57,,,,,,,
nullus,"nūllus, a, um","nullus, a, um",Adjektiv,"Genitiv nūllīus, Dativ nūllī",kein,1,,,,,Campus C,49,,,,,,,Top500
num?,num?,num?,Nomen,im Hauptsatz,etwa?,1,,,,,Campus C,42,,,,,,,
numen,"nūmen, nūminis","numen, numinis",Nomen,n,"die Gottheit, der göttliche Wille, die Macht",3,,,,,Campus C,64,,,,,,,
numerus,"numerus, numerī","numerus, numeri",Nomen,m,"die Zahl, die Menge",2,,,,,Campus C,51,,,,,,,Top500
Numitor,"Numitor, Numitōris","Numitor, Numitoris",Nomen,m,Numitor,1,"König von Alba, Großvater von Romulus und Remus",,,,Campus C,33,,,,,,,
numquam,numquam,numquam,Adverb,Adv.,niemals,1,,,,,Campus C,4,,,,,,,Top500
nunc,nunc,nunc,Adverb,Adv.,"nun, jetzt",2,,,,,Campus C,2,,,,,,,Top500
nuntiare,"nūntiāre, nūntiō, nūntiāvī, nūntiātum","nuntiare, nuntio, nuntiavi, nuntiatum",Verb,,melden,1,,,,,Campus C,21,,,,,,,Top500
nuntius,"nūntius, nūntiī","nuntius, nuntii",Nomen,m,"der Bote, die Nachricht",2,,,,,Campus C,16,,,,,,,
nuper,nūper,nuper,Adverb,Adv.,"neulich, vor kurzem",2,,,,,Campus C,40,,,,,,,
obicere,"obicere, obiciō, obiēcī, obiectum","obicere, obicio, obieci, obiectum",Verb,,"darbieten, vorwerfen",2,,,,,Campus C,65,,,,,,,
obsecrare,"obsecrāre, obsecrō, obsecrāvī, obsecrātum","obsecrare, obsecro, obsecravi, obsecratum",Verb,,"anflehen, bitten",2,,,,,Campus C,58,,,,,,,
obtinere,"obtinēre, obtineō, obtinuī","obtinere, obtineo, obtinui",Verb,,"(in Besitz) haben, (besetzt) halten",2,,,,,Campus C,66,,,,,,,
occidere,"occidere, óccidō, óccidī, óccisum","occidere, occido, occidi, occisum",Verb,,"(zu Boden) fallen, umkommen, untergehen",3,,,,,Campus C,28,,,,,,,
occidere (langes i),"occīdere, occīdō, occīdī, occīsum","occidere, occido, occidi, occisum",Verb,,"niederschlagen, töten",2,,,,,Campus C,31,,,,,,,
occulte,occultē,occulte,Adverb,Adv.,"heimlich, im Verborgenen",2,,,,,Campus C,61,,,,,,,
occupare,"occupāre, occupō, occupāvī, occupātum","occupare, occupo, occupavi, occupatum",Verb,,"besetzen, einnehmen",2,,,,,Campus C,35,,,,,,,Top500
Octavius,"Octāvius, Octāviī","Octavius, Octavii",Nomen,m,Octavius (der spätere Kaiser Augustus),1,,,,,Campus C,62,,,,,,,
octo,octō,octo,,indekl.,acht,1,,,,,Campus C,14,,,,,,,
oculus,"oculus, oculī","oculus, oculi",Nomen,m,das Auge,1,,,,,Campus C,2,,,,,,,Top500
odium,"odium, odiī","odium, odii",Nomen,n,der Hass,1,,,,,Campus C,43,,,,,,,
Oedipus,Oedipūs,Oedipus,,,Ödipus (sagenhafter Herrscher von Theben),1,,,,,Campus C,59,,,,,,,
offerre,"offerre, offerō, obtulī, oblātum","offerre, offero, obtuli, oblatum",,,"anbieten, entgegenbringen",2,,,,,Campus C,70,,,,,,,
officium,"officium, officiī","officium, officii",Nomen,n,"der Dienst, die Pflicht, das Pflichtgefühl",3,,,,,Campus C,28,,,,,,,Top500
officium praestare,officium praestāre,officium praestare,,,"eine Pflicht leisten, erfüllen",2,,,,,Campus C,28,,,,,,,
Olympia,"Olympia, Olympiae","Olympia, Olympiae",Nomen,f,Olympia (Kultstätte auf der Peloponnes mit berühmtem Zeusheiligtum; eines der bedeutendsten griechischen Kulturzentren im Westen der Peloponnes; seit dem 8. Jh. V. Chr. fanden dort alle vier Jahre Olympische Spiele statt.),3,,,,,Campus C,46,,,,,,,
omittere,"omittere, omittō, omīsī, omissum","omittere, omitto, omisi, omissum",Verb,,"aufgeben, beiseite lassen",2,,,,,Campus C,37,,,,,,,
omnia,"omnia, omnium","omnia, omnium",Nomen,n Plural,alles,1,,,,,Campus C,39,,,,,,,Top500
omnino,omnīnō,omnino,Adverb,Adv.,"insgesamt, überhaupt, völlig",3,,,,,Campus C,42,,,,,,,
omnis,"omnis, omnis, omne","omnis, omnis, omne",Adjektiv,,"jeder, ganz; Pl. alle",3,,,,,Campus C,33,,,,,,,Top500
oportet,oportet,oportet,Verb,,"es gehört sich, es ist nötig",2,,,,,Campus C,30,,,,,,,Top500
oppidum,"oppidum, oppidī","oppidum, oppidi",Nomen,n,die Stadt (Kleinstadt),1,,,,,Campus C,16,,,,,,,Top500
opportunus,"opportūnus, a, um","opportunus, a, um",Adjektiv,,"geeignet, günstig",2,,,,,Campus C,34,,,,,,,
opprimere,"opprimere, opprimō, oppressī, oppressum","opprimere, opprimo, oppressi, oppressum",Verb,,"bedrohen, niederwerfen, unterdrücken",3,,,,,Campus C,59,,,,,,,
ora,"ōra, ōrae","ora, orae",Nomen,f,die Küste,1,,,,,Campus C,29,,,,,,,
oraculum,"ōrāculum, ōrāculī","oraculum, oraculi",Nomen,n,"das Orakel, der Orakelspruch",2,,,,,Campus C,59,,,,,,,
orare,"ōrāre, ōrō, ōrāvī, ōrātum","orare, oro, oravi, oratum",Verb,,"(an)beten, bitten",2,,,,,Campus C,45,,,,,,,Top500
oratio,"ōrātiō, ōrātiōnis","oratio, orationis",Nomen,f,die Rede,1,,,,,Campus C,44,,,,,,,Top500
orbis,"orbis, orbis","orbis, orbis",Nomen,m,"der Kreis(lauf); der Erdkreis, die Welt",3,,,,,Campus C,66,,,,,,,Top500
orbis terrarum,orbis terrārum,orbis terrarum,Nomen,,"die Welt, der Erdkreis",2,,,,,Campus C,66,,,,,,,
ordo,"ōrdō, ōrdinis","ordo, ordinis",Nomen,m,"die Ordnung, die Reihe, der Stand",3,,,,,Campus C,37,,,,,,,Top500
ornamentum,"ōrnāmentum, ōrnāmentī","ornamentum, ornamenti",Nomen,n,"der Schmuck, das Schmuckstück",2,,,,,Campus C,12,,,,,,,
ornare,"ōrnāre, ōrnō, ōrnāvī, ōrnātum","ornare, orno, ornavi, ornatum",Verb,,"ausstatten, schmücken",2,,,,,Campus C,8,,,,,,,
Orpheus,"Orpheus, Orpheī","Orpheus, Orphei",Nomen,m,Orpheus (berühmter thrakischer Sänger),1,,,,,Campus C,57,,,,,,,
ostendere,"ostendere, ostendō, ostendī, ostentum","ostendere, ostendo, ostendi, ostentum",Verb,,"zeigen, erklären",2,,,,,Campus C,16;28,,,,,,,Top500
paene,paene,paene,Adverb,Adv.,fast,1,,,,,Campus C,46,,,,,,,
Palatium,"Palātium, Palātiī","Palatium, Palatii",Nomen,,der Palatin,1,Hügel Roms,,,,Campus C,15,,,,,,,
Pannonia,"Pannonia, Pannoniae","Pannonia, Pannoniae",Nomen,f,Pannonien (9-433 n. Chr. Provinz des Römischen Reiches im heutigen Westungarn),1,,,,,Campus C,70,,,,,,,
parare,"parāre, parō, parāvī, parātum","parare, paro, paravi, paratum",Verb,,"(vor)bereiten, vorhaben (m. Inf.); erwerben",3,,,,,Campus C,8,,,,,,,Top500
parcere,"parcere, parcō, pepercī","parcere, parco, peperci",Verb,m. Dativ,"schonen, verschonen",2,,,,,Campus C,53,,,,,,,
parentes,"parentes, parentum","parentes, parentum",Nomen,m Plural,die Eltern,1,,,,,Campus C,36,,,,,,,Top500
parere,"pārēre, pāreō, pāruī, pāritum","parere, pareo, parui, paritum",Verb,,gehorchen,1,,,,,Campus C,2,,,,,,,
parereK,"parereK, pariō, peperī, partum","parereK, pario, peperi, partum",,,"zur Welt bringen, gebären; schaffen",3,,,,,Campus C,56,,,,,,,
pars,"pars, partis","pars, partis",Nomen,f (Genitiv Plural partium),"der Teil, die Seite",2,,,,,Campus C,22,,,,,,,Top500
parvus,"parvus, a, um","parvus, a, um",Adjektiv,,"klein, gering",2,,,,,Campus C,14,,,,,,,Top500
pater,"pater, patris","pater, patris",Nomen,m,der Vater,1,,,,,Campus C,20,,,,,,,Top500
patere,"patēre, pateō, patuī","patere, pateo, patui",Verb,,offen stehen,1,,,,,Campus C,10,,,,,,,
patria,"patria, patriae","patria, patriae",Nomen,f,die Heimat,1,,,,,Campus C,9,,,,,,,Top500
pauci,"paucī, ae, a","pauci, ae, a",,,wenige,1,,,,,Campus C,48,,,,,,,Top500
paulatim,paulātim,paulatim,Adverb,Adv.,allmählich,1,,,,,Campus C,29,,,,,,,
paulo,paulō,paulo,Adverb,Adv.,(um) ein wenig,1,,,,,Campus C,40,,,,,,,Top500
paulo post,paulō post,paulo post,,,(ein) wenig später,1,,,,,Campus C,26,,,,,,,
pauper,"pauper, pauperis","pauper, pauperis",,,arm,1,,,,,Campus C,39,,,,,,,
pax,"pāx, pācis","pax, pacis",Nomen,f,der Frieden,1,,,,,Campus C,40,,,,,,,Top500
pectus,"pectus, pectoris","pectus, pectoris",Nomen,n,"die Brust, das Herz",2,,,,,Campus C,49,,,,,,,
pecunia,"pecūnia, pecūniae","pecunia, pecuniae",Nomen,f,"das Geld, das Vermögen",2,,,,,Campus C,19,,,,,,,Top500
pellere,"pellere, pellō, pepulī, pulsum","pellere, pello, pepuli, pulsum",Verb,,"stoßen, schlagen, (ver)treiben",3,,,,,Campus C,32,,,,,,,
per,per (m. Akk.),per (m. Akk.),Präposition,Präp. m. Akk.,"durch, hindurch",2,,,,,Campus C,16,,,,,,,Top500
perdere,"perdere, perdō, perdidī, perditum","perdere, perdo, perdidi, perditum",Verb,,"verlieren, verschwenden, zugrunde richten",3,,,,,Campus C,57,,,,,,,
perferre,"perferre, perferō, pertulī, perlātum","perferre, perfero, pertuli, perlatum",,,"(über)bringen, ertragen",2,,,,,Campus C,70,,,,,,,
pergere,"pergere, pergō, perrēxī","pergere, pergo, perrexi",Verb,,aufbrechen; weitermachen,2,,,,,Campus C,59,,,,,,,
periculum,"perīculum, perīculī","periculum, periculi",Nomen,n,die Gefahr,1,,,,,Campus C,24,,,,,,,Top500
periculum est,"perīculum est, nē","periculum est, ne",,,"es besteht die Gefahr, dass",2,,,,,Campus C,45,,,,,,,
perire,"perīre, pereō, periī","perire, pereo, perii",,,"umkommen, zugrunde gehen",2,,,,,Campus C,44,,,,,,,Top500
perniciei,perniciēī,perniciei,,esse,Verderben bringen,1,,,,,Campus C,42,,,,,,,
pernicies,"perniciēs, perniciēī","pernicies, perniciei",Nomen,f,"das Verderben, die Vernichtung",2,,,,,Campus C,41,,,,,,,
Persae,"Persae, ārum","Persae, arum",Nomen,m Plural,die Perser,1,,,,,Campus C,40,,,,,,,
persuadere,"persuādēre, persuādeō, persuāsī, persuāsum","persuadere, persuadeo, persuasi, persuasum",Verb,m. Dativ,"überreden, überzeugen m. AcI",2,,,,,Campus C,53,,,,,,,
perterrere,"perterrēre, perterreō, perterruī, perterritum","perterrere, perterreo, perterrui, perterritum",Verb,,"sehr erschrecken, einschüchtern",2,,,,,Campus C,54,,,,,,,
pertinere,"pertinēre, pertineō","pertinere, pertineo",Verb,ad m. Akk.,"betreffen, gehören (zu), sich erstrecken (bis)",3,,,,,Campus C,52,,,,,,,
pervenire,"pervenīre, perveniō, pervēnī, perventum","pervenire, pervenio, perveni, perventum",Nomen,ad / in m. Akk.,kommen zu / nach,1,,,,,Campus C,60,,,,,,,Top500
pes,"pēs, pedis","pes, pedis",Nomen,m,der Fuß (als Längenmaß: ca. 30 cm),1,,,,,Campus C,50,,,,,,,Top500
petere,"petere, petō, petīvī","petere, peto, petivi",Verb,,"aufsuchen, (er)streben, bitten, verlangen; angreifen",5,,,,,Campus C,18;29,,,,,,,Top500
Philippus,Philippus,Philippus,,,"Philipp II. (König von Makedonien, Vater Alexanders des Großen, um 382-336 v.Chr.)",3,,,,,Campus C,38,,,,,,,
pietas,"pietās, pietātis","pietas, pietatis",Nomen,f,"das Pflichtgefühl, die Frömmigkeit",2,,,,,Campus C,20,,,,,,,
pirata,"pīrāta, pīrātae","pirata, piratae",Nomen,m,"der Pirat, der Seeräuber",2,,,,,Campus C,46,,,,,,,
pius,"pius, a, um","pius, a, um",Adjektiv,,"fromm, gerecht, pflichtbewusst",3,,,,,Campus C,17,,,,,,,
placere,"placēre, placeō, placuī, placitum","placere, placeo, placui, placitum",Verb,,gefallen,1,,,,,Campus C,5,,,,,,,Top500
placet,placet,placet,,m. Dativ,"es gefällt jdm., jd. beschließt",2,,,,,Campus C,63,,,,,,,
placidus,"placidus, a, um","placidus, a, um",Adjektiv,,"friedlich, ruhig, sanft",3,,,,,Campus C,60,,,,,,,
plebs,"plēbs, plēbis","plebs, plebis",Nomen,f,das Volk,1,"Das nicht adelige, einfache Volk",,,,Campus C,36,,,,,,,
plenus,"plēnus, a, um","plenus, a, um",Adjektiv,,voll,1,,,,,Campus C,19,,,,,,,
plenusMG,"plēnusMG, plēna, plēnum","plenusMG, plena, plenum",,m. Genitiv,voll (von / mit),1,,,,,Campus C,19;68,,,,,,,
plus,plūs,plus,Adverb,Adv.,mehr,1,,,,,Campus C,62,,,,,,,Top500
Pluto,"Plūtō, Plūtōnis","Pluto, Plutonis",Nomen,m,Pluto,1,Gott der Unterwelt,,,,Campus C,28,,,,,,,
poena,"poena, poenae","poena, poenae",Nomen,f,die Strafe,1,,,,,Campus C,46,,,,,,,Top500
Poenus,"Poenus, a, um","Poenus, a, um",Adjektiv,,"punisch, karthagisch; Subst. der Punier, der Karthager",4,,,,,Campus C,41,,,,,,,
Polynices,"Polynīcēs, Polynīcis","Polynices, Polynicis",Nomen,m,"Polyneikes (Sohn des Ödipus, Bruder der Antigone; er und sein Bruder Eteokles brachten sich im Kampf um die Herrschaft über Theben gegenseitig um.)",3,,,,,Campus C,61,,,,,,,
Pompei,"Pompēī, Pompēiōrum","Pompei, Pompeiorum",Nomen,m Plural,Pompeji,1,Stadt in Kampanien,,,,Campus C,26,,,,,,,
Pompeianus (Adj.),"Pompēiānus, a, um","Pompeianus, a, um",Adjektiv,,pompejanisch,1,,,,,Campus C,18,,,,,,,
Pompeianus (Subst.),"Pompēiānus, Pompēiānī","Pompeianus, Pompeiani",Nomen,,der Pompejaner,1,,,,,Campus C,18,,,,,,,
ponere,"pōnere, pōnō, posuī","ponere, pono, posui",Verb,,"(auf)stellen, (hin)legen, setzen",3,,,,,Campus C,41,,,,,,,Top500
pons,"pōns, pontis","pons, pontis",Nomen,m (Genitiv Plural -ium),die Brücke,1,,,,,Campus C,40,,,,,,,
populo praesente,populō praesente,populo praesente,,,in Anwesenheit des Volkes,1,,,,,Campus C,65,,,,,,,
populus,"populus, populī","populus, populi",Nomen,m,das Volk,1,,,,,Campus C,6,,,,,,,Top500
porta,"porta, portae","porta, portae",Nomen,,das Tor,1,,,,,Campus C,11,,,,,,,
portare,"portāre, portō, portāvī, portātum","portare, porto, portavi, portatum",Verb,,"bringen, tragen",2,,,,,Campus C,8,,,,,,,
portus,"portus, portūs","portus, portus",Nomen,m,der Hafen,1,,,,,Campus C,52,,,,,,,
poscere,"pōscere, pōscō, popōscī","poscere, posco, poposci",Verb,,"fordern, verlangen",2,,,,,Campus C,69,,,,,,,
posse,"posse, possum, potuī","posse, possum, potui",Verb,,können,1,,,,,Campus C,17;25,,,,,,,Top500
post,post (m. Akk.),post (m. Akk.),Präposition,Präp. m. Akk.,"hinter, nach",2,,,,,Campus C,12,,,,,,,Top500
postea,posteā,postea,Adverb,Adv.,"nachher, später",2,,,,,Campus C,26,,,,,,,Top500
posteri,"posterī, posterōrum","posteri, posterorum",Nomen,m Plural,die Nachkommen,1,,,,,Campus C,67,,,,,,,
postquam,postquam,postquam,Subjunktion,Subj. m. Perf.,"nachdem, als",2,,,,,Campus C,33,,,,,,,Top500
postremo,postrēmō,postremo,Adverb,Adv.,schließlich,1,,,,,Campus C,45,,,,,,,
postulare,"pōstulāre, pōstulō, pōstulāvī, pōstulātum","postulare, postulo, postulavi, postulatum",Verb,,fordern,1,,,,,Campus C,45,,,,,,,Top500
potens,"potēns, potentis","potens, potentis",,,"mächtig, stark",2,,,,,Campus C,56,,,,,,,
potestas,"potestās, potestātis","potestas, potestatis",Nomen,f,"die (Amts-)Gewalt, die Macht",2,,,,,Campus C,20,,,,,,,Top500
praebere,"praebēre, praebeō, praebuī, praebitum","praebere, praebeo, praebui, praebitum",Verb,,"geben, hinhalten",2,,,,,Campus C,4,,,,,,,
praeclarus,"praeclārus, a, um","praeclarus, a, um",Adjektiv,,großartig,1,,,,,Campus C,54,,,,,,,
praeda,"praeda, praedae","praeda, praedae",Nomen,,die Beute,1,,,,,Campus C,45,,,,,,,
praeesse,"praeesse, praesum, praefuī","praeesse, praesum, praefui",,m. Dativ,"leiten, an der Spitze stehen, kommandieren",3,,,,,Campus C,53,,,,,,,
praeferre,"praeferre, praeferō, praetulī, praelātum","praeferre, praefero, praetuli, praelatum",,,vorziehen,1,,,,,Campus C,70,,,,,,,
praemium,"praemium, praemiī","praemium, praemii",Nomen,n,"die Belohnung, der Lohn",2,,,,,Campus C,20,,,,,,,
praesens,"praesēns, praesentis","praesens, praesentis",,,"anwesend, gegenwärtig",2,,,,,Campus C,60,,,,,,,
praestare,"praestāre, praestō, praestitī","praestare, praesto, praestiti",Verb,m. Akk.,"gewähren, leisten, zeigen",3,,,,,Campus C,28,,,,,,,
praeterire,"praeterīre, praetereō, praeteriī","praeterire, praetereo, praeterii",,,"vorbeigehen (an), übergehen",2,,,,,Campus C,49,,,,,,,
praetor,"praetor, praetoris","praetor, praetoris",Nomen,m,der Prätor (für die Rechtsprechung zuständiger Beamter); Provinzstatthalter,2,,,,,Campus C,70,,,,,,,Top500
premere,"premere, premō, pressī, pressum","premere, premo, pressi, pressum",Verb,,"(unter)drücken, bedrängen",2,,,,,Campus C,58,,,,,,,Top500
pretium,"pretium, pretiī","pretium, pretii",Nomen,,"der Preis, der Wert",2,,,,,Campus C,12,,,,,,,
prex,"prex, precis","prex, precis",Nomen,f,"die Bitte, das Gebet",2,,,,,Campus C,50,,,,,,,
prima luce,prīmā lūce,prima luce,,,bei Tagesanbruch,1,,,,,Campus C,28,,,,,,,
primo,prīmō,primo,Adverb,Adv.,zuerst,1,,,,,Campus C,4,,,,,,,
primum,prīmum,primum,Adverb,,"erstens, zuerst, zum ersten Mal",3,,,,,Campus C,24,,,,,,,Top500
primus,"prīmus, a, um","primus, a, um",Adjektiv,,"der (die, das) erste",2,,,,,Campus C,22,,,,,,,Top500
princeps,"prīnceps, prīncipis","princeps, principis",,,"der erste, der führende; Subst. Erster, führender Mann, Kaiser",5,,,,,Campus C,63,,,,,,,Top500
priusquam,priusquam,priusquam,Subjunktion,Subj.,"bevor, eher als",2,,,,,Campus C,55,,,,,,,
pro,prō (m. Abl.),pro (m. Abl.),Präposition,Präp. m. Abl.,"vor; anstelle von, für",3,,,,,Campus C,41,,,,,,,Top500
probare,"probāre, probō, probāvī, probātum","probare, probo, probavi, probatum",Verb,,"prüfen, beweisen, für gut befinden",3,,,,,Campus C,12,,,,,,,
procedere,"prōcēdere, prōcēdō, prōcessī","procedere, procedo, processi",Verb,,"(vorwärts)gehen, vorrücken",2,,,,,Campus C,44,,,,,,,
prodere,"prōdere, prōdō, prōdidī, prōditum","prodere, prodo, prodidi, proditum",Verb,,verraten; überliefern,2,,,,,Campus C,67,,,,,,,
proelium,"proelium, proeliī","proelium, proelii",Nomen,,"der Kampf, die Schlacht",2,,,,,Campus C,41,,,,,,,Top500
profecto,profectō,profecto,Adverb,Adv.,"sicherlich, tatsächlich",2,,,,,Campus C,6,,,,,,,
prohibere,"prohibēre, prohibeō, prohibuī, prohibitum","prohibere, prohibeo, prohibui, prohibitum",Verb,(ā) m. Abl.,"abhalten (von), hindern (an)",2,,,,,Campus C,28,,,,,,,Top500
proinde,proinde,proinde,Adverb,Adv.,"also, daher",2,,,,,Campus C,67,,,,,,,
promittere,"prōmittere, prōmittō, prōmīsī, promissum","promittere, promitto, promisi, promissum",Verb,,versprechen,1,,,,,Campus C,40,,,,,,,
prope,prope (m. Akk.),prope (m. Akk.),Präposition,Präp. m. Akk.,"nahe bei, in der Nähe von",2,,,,,Campus C,68,,,,,,,Top500
properare,"properāre, properō, properāvī, properātum","properare, propero, properavi, properatum",Verb,,"eilen, sich beeilen",2,,,,,Campus C,8,,,,,,,
propter,propter (m. Akk.),propter (m. Akk.),Präposition,Präp. m. Akk.,wegen,1,,,,,Campus C,22,,,,,,,Top500
protinus,prōtinus,protinus,Adverb,Adv.,sofort,1,,,,,Campus C,61,,,,,,,
providere,"prōvidēre, prōvideō, prōvīdī, prōvīsum","providere, provideo, providi, provisum",Verb,,m. Akk. vorhersehen; m. Dat. sorgen für,2,,,,,Campus C,53,,,,,,,
provincia,"prōvincia, prōvinciae","provincia, provinciae",Nomen,f,die Provinz,1,,,,,Campus C,9,,,,,,,Top500
puella,"puella, puellae","puella, puellae",Nomen,f,das Mädchen,1,,,,,Campus C,1,,,,,,,
puer,"puer, puerī","puer, pueri",Nomen,m,"der Junge, der Bub",2,,puella,,,Campus C,15,,,,,,,Top500
pugna,"pūgna, pūgnae","pugna, pugnae",Nomen,f,der Kampf,1,,,,,Campus C,9,,,,,,,
pugnare,"pūgnāre, pūgnō, pūgnāvī, pūgnātum","pugnare, pugno, pugnavi, pugnatum",Verb,,kämpfen,1,,,,,Campus C,9,,,,,,,Top500
pulcher,"pulcher, pulchra, pulchrum","pulcher, pulchra, pulchrum",Adjektiv,,schön,1,,,,,Campus C,15,,,,,,,Top500
putare,"putāre, putō","putare, puto",Verb,,"glauben, meinen; m. dopp. Akk.: halten für",3,,,,,Campus C,29,,,,,,,Top500
quaerere,"quaerere, quaerō, quaesīvī, quaesītum","quaerere, quaero, quaesivi, quaesitum",Verb,,"erwerben wollen, suchen, fragen",3,,,,,Campus C,30;47,,,,,,,Top500
qualis,"quālis, quālis, quāle","qualis, qualis, quale",,,"wie (beschaffen), was für ein(e)",2,,,,,Campus C,70,,,,,,,
quam,quam,quam,Adverb,,"als, wie",2,,,,,Campus C,17,,,,,,,Top500
quamquam,quamquam,quamquam,Subjunktion,Subj.,obwohl,1,,,,,Campus C,19,,,,,,,Top500
quamvis,quamvīs,quamvis,Subjunktion,Subj. m. Konj.,"wenn auch, obwohl",2,,,,,Campus C,67,,,,,,,
quando,quandō?,quando?,Adverb,,wann?,1,,,,,Campus C,36,,,,,,,
quare?,quārē?,quare?,,,weshalb? wodurch?,1,,,,,Campus C,66,,,,,,,
quartus,"quārtus, a, um","quartus, a, um",Adjektiv,,"der (die, das) vierte",2,,,,,Campus C,14,,,,,,,
quasi,quasi,quasi,Adverb,Adv.,gleichsam,1,,,,,Campus C,68,,,,,,,Top500
quattuor,quattuor,quattuor,,indekl.,vier,1,,,,,Campus C,14,,,,,,,
quemadmodum,quemadmodum,quemadmodum,Adverb,,"auf welche Weise, wie",2,,,,,Campus C,35,,,,,,,
qui,"quī, quae, quod","qui, quae, quod",Pronomen,,"welcher, welche, welches; der, die, das",6,,,,,Campus C,34;66,,,,,,,Top500
quia,quia,quia,Subjunktion,Subj.,weil,1,,,,,Campus C,19,,,,,,,Top500
quid,quid?,quid?,Pronomen,,was?,1,,,,,Campus C,2,,,,,,,Top500
quid?,quid?,quid?,,,was?,1,,,,,Campus C,2,,,,,,,Top500
quidem,quidem,quidem,Adverb,Adv.,"freilich, gewiss, wenigstens, zwar",4,,,,,Campus C,31,,,,,,,Top500
quidnam?,quidnam?,quidnam?,,,was denn?,1,,,,,Campus C,66,,,,,,,
quiescere,"quiēscere, quiēscō, quiēvī, quiētum","quiescere, quiesco, quievi, quietum",Verb,,"(aus)ruhen, schlafen",2,,,,,Campus C,67,,,,,,,
quin (Fragewort),quīn?,quin?,Adverb,Fragewort im Hauptsatz,warum nicht?,1,,,,,Campus C,17,,,,,,,Top500
quin (Subj.),quīn,quin,Subjunktion,mit Konjunktiv,dass,1,,,,,Campus C,17,,,,,,,Top500
quin?,quīn?,quin?,Nomen,im Hauptsatz,warum nicht? Subj.,1,,,,,Campus C,17,,,,,,,Top500
quindecim,quīndecim,quindecim,,indekl.,fünfzehn,1,,,,,Campus C,51,,,,,,,
quingenti,"quīngentī, ae, a","quingenti, ae, a",,,fünfhundert,1,,,,,Campus C,51,,,,,,,
